City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Date
259,Mecca,SA,21.4267,39.8261,77.61,61,0,0.58,clear sky,2021-11-01 01:33:55
260,Westerland,DE,54.9079,8.3033,53.62,87,61,16.11,broken clouds,2021-11-01 01:33:55
261,Onguday,RU,50.75,86.15,27.3,69,100,3.33,overcast clouds,2021-11-01 01:33:55
262,Zverinogolovskoye,RU,54.4586,64.8542,43.47,85,100,13.15,overcast clouds,2021-11-01 01:33:55
263,Kikwit,CD,-5.041,18.8162,68.81,99,100,0.74,moderate rain,2021-11-01 01:33:56
264,Mariental,NA,-24.6333,17.9667,62.53,23,0,9.24,clear sky,2021-11-01 01:33:56
265,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.56,93,100,18.34,overcast clouds,2021-11-01 01:30:12
266,Da Lat,VN,11.9465,108.4419,71.19,68,25,3.71,scattered clouds,2021-11-01 01:33:57
267,Estrela,BR,-28.0611,-50.9383,59.14,87,69,7.9,broken clouds,2021-11-01 01:33:57
268,Victor Harbor,AU,-35.5667,138.6167,83.19,65,0,0.72,clear sky,2021-11-01 01:33:57
269,Rocha,UY,-34.4833,-54.3333,63.03,99,95,3.71,overcast clouds,2021-11-01 01:33:58
270,Flinders,AU,-34.5833,150.8552,76.17,58,100,5.01,overcast clouds,2021-11-01 01:33:58
271,Okha,RU,53.5739,142.9478,32.52,52,7,9.71,clear sky,2021-11-01 01:33:58
272,Kavaratti,IN,10.5669,72.642,81.21,79,88,7.0,overcast clouds,2021-11-01 01:33:58
273,Tautira,PF,-17.7333,-149.15,84.22,75,49,14.56,scattered clouds,2021-11-01 01:34:59
274,Cervo,ES,43.6702,-7.4101,53.96,71,45,16.37,scattered clouds,2021-11-01 01:34:59
275,Vila Do Maio,CV,15.1333,-23.2167,77.79,82,100,14.56,overcast clouds,2021-11-01 01:34:59
276,Santarem,BR,-2.4431,-54.7083,82.53,83,0,3.44,clear sky,2021-11-01 01:35:00
277,Palmer,US,42.1584,-72.3287,57.13,80,75,4.61,broken clouds,2021-11-01 01:34:27
278,Constitucion,CL,-35.3333,-72.4167,51.08,91,73,4.83,broken clouds,2021-11-01 01:30:56
279,Lagoa,PT,39.05,-27.9833,68.09,92,100,10.36,overcast clouds,2021-11-01 01:35:00
280,Sorgun,TR,39.8101,35.186,48.54,75,90,4.16,overcast clouds,2021-11-01 01:35:01
281,Kudahuvadhoo,MV,2.6708,72.8944,83.46,74,16,20.8,few clouds,2021-11-01 01:35:01
282,Aklavik,CA,68.2191,-135.0107,34.52,88,100,8.68,overcast clouds,2021-11-01 01:35:02
283,Kamenka,RU,51.3223,42.7678,39.22,66,0,5.39,clear sky,2021-11-01 01:35:02
284,Malmo,SE,55.6059,13.0007,57.07,79,100,1.99,overcast clouds,2021-11-01 01:35:03
285,Araouane,ML,18.9048,-3.5265,81.0,21,100,11.43,overcast clouds,2021-11-01 01:35:04
286,Abu Samrah,SY,35.3029,37.1841,65.25,60,4,7.96,clear sky,2021-11-01 01:35:05
287,San Cristobal,VE,7.7669,-72.225,66.38,97,99,0.96,light rain,2021-11-01 01:35:05
288,Ponta Delgada,PT,37.7333,-25.6667,73.51,100,75,8.05,broken clouds,2021-11-01 01:35:05
289,Devonport,AU,-41.1667,146.35,65.98,47,100,14.36,overcast clouds,2021-11-01 01:35:06
290,Qui Nhon,VN,13.7667,109.2333,80.11,82,90,7.07,overcast clouds,2021-11-01 01:35:06
291,Anadyr,RU,64.75,177.4833,-7.01,76,68,11.01,broken clouds,2021-11-01 01:35:06
292,Eskisehir,TR,39.7767,30.5206,49.91,87,75,5.75,light intensity shower rain,2021-11-01 01:35:07
293,Viedma,AR,-40.8135,-62.9967,49.05,77,100,6.64,overcast clouds,2021-11-01 01:35:07
294,Ilulissat,GL,69.2167,-51.1,32.02,93,75,14.97,light snow,2021-11-01 01:34:08
295,Alice Springs,AU,-23.7,133.8833,76.55,47,75,5.75,broken clouds,2021-11-01 01:31:18
296,Bambous Virieux,MU,-20.3428,57.7575,70.21,88,40,3.44,scattered clouds,2021-11-01 01:35:08
297,Vaitape,PF,-16.5167,-151.75,78.8,74,75,16.8,light rain,2021-11-01 01:35:08
298,Chokurdakh,RU,70.6333,147.9167,-9.38,99,89,6.73,overcast clouds,2021-11-01 01:35:08
299,Pizarro,CO,4.9533,-77.366,75.22,90,96,0.54,light rain,2021-11-01 01:35:09
300,Bartica,GY,6.4,-58.6167,77.32,98,100,1.77,overcast clouds,2021-11-01 01:35:09
301,Asfi,MA,32.2994,-9.2372,65.3,87,16,6.89,few clouds,2021-11-01 01:32:14
302,Sorland,NO,67.667,12.6934,47.41,88,59,19.82,broken clouds,2021-11-01 01:35:09
303,Suwannaphum,TH,15.6035,103.8021,78.75,81,23,9.13,few clouds,2021-11-01 01:35:10
304,Sokoni,TZ,-6.4333,39.55,79.34,80,7,11.79,clear sky,2021-11-01 01:35:10
305,Nouadhibou,MR,20.931,-17.0347,67.66,85,100,16.84,overcast clouds,2021-11-01 01:35:05
306,Namibe,AO,-15.1961,12.1522,63.73,80,20,8.21,few clouds,2021-11-01 01:35:10
307,Kiama,AU,-34.6833,150.8667,76.37,57,100,13.0,overcast clouds,2021-11-01 01:35:11
308,Turukhansk,RU,65.8167,87.9833,3.81,98,94,3.27,overcast clouds,2021-11-01 01:35:11
309,Inhambane,MZ,-23.865,35.3833,68.09,86,0,1.14,clear sky,2021-11-01 01:35:11
310,Smirice,CZ,50.2998,15.8651,51.84,76,8,11.07,clear sky,2021-11-01 01:35:12
311,Khasan,RU,42.4308,130.6434,44.74,81,100,11.5,moderate rain,2021-11-01 01:35:12
312,Annau,TM,37.8876,58.516,44.1,81,3,2.3,clear sky,2021-11-01 01:35:12
313,Saint-Pierre,RE,-21.3393,55.4781,68.29,72,0,3.44,clear sky,2021-11-01 01:30:42
314,Pangnirtung,CA,66.1451,-65.7125,27.84,96,100,4.63,snow,2021-11-01 01:35:13
315,Gorontalo,ID,0.5412,123.0595,88.3,61,42,3.11,scattered clouds,2021-11-01 01:35:13
316,Mabaruma,GY,8.2,-59.7833,73.53,95,95,1.45,overcast clouds,2021-11-01 01:35:13
317,Singkang,MY,2.1006,102.7994,78.69,81,91,2.8,overcast clouds,2021-11-01 01:35:13
318,Lufilufi,WS,-13.8745,-171.5986,89.38,76,41,14.18,scattered clouds,2021-11-01 01:35:14
319,Bubaque,GW,11.2833,-15.8333,82.87,75,88,10.74,overcast clouds,2021-11-01 01:35:14
320,Vallenar,CL,-28.5708,-70.7581,61.83,62,97,1.68,overcast clouds,2021-11-01 01:30:15
321,Sebinkarahisar,TR,40.2883,38.4236,44.47,81,5,5.37,clear sky,2021-11-01 01:36:15
322,Seymchan,RU,62.8833,152.4333,0.34,81,40,4.36,scattered clouds,2021-11-01 01:36:15
323,Buarcos,PT,40.166,-8.8768,64.67,100,100,8.34,overcast clouds,2021-11-01 01:36:15
324,Barinas,VE,8.6226,-70.2075,76.69,94,93,4.54,overcast clouds,2021-11-01 01:36:16
325,Grand Baie,MU,-20.0182,57.5802,70.45,82,0,3.0,clear sky,2021-11-01 01:36:16
326,Pervomayskoye,RU,43.919,46.7102,56.71,85,100,10.45,overcast clouds,2021-11-01 01:36:16
327,Kosonsoy,UZ,41.2561,71.5508,37.96,55,8,5.88,clear sky,2021-11-01 01:36:17
328,Dunedin,NZ,-45.8742,170.5036,61.59,54,34,1.48,scattered clouds,2021-11-01 01:32:28
329,Betong,TH,5.7743,101.0723,80.71,78,91,0.58,overcast clouds,2021-11-01 01:36:17
330,Raudeberg,NO,61.9875,5.1352,50.67,61,100,4.0,moderate rain,2021-11-01 01:36:17
331,Loikaw,MM,19.6742,97.2094,71.22,88,18,1.7,few clouds,2021-11-01 01:36:18
332,Kangaatsiaq,GL,68.3065,-53.4641,35.53,82,100,19.95,overcast clouds,2021-11-01 01:36:18
333,Canon City,US,38.441,-105.2424,50.04,92,90,1.99,overcast clouds,2021-11-01 01:36:05
334,Srednekolymsk,RU,67.45,153.6833,-3.77,95,35,4.56,scattered clouds,2021-11-01 01:31:59
335,Brazzaville,CG,-4.2658,15.2832,79.11,78,100,3.44,light rain,2021-11-01 01:36:18
336,Lompoc,US,34.6391,-120.4579,62.74,81,1,8.05,clear sky,2021-11-01 01:36:19
337,Port Hawkesbury,CA,45.6169,-61.3485,57.18,99,90,11.01,light rain,2021-11-01 01:36:19
338,Touros,BR,-5.1989,-35.4608,81.5,78,44,14.07,scattered clouds,2021-11-01 01:36:19
339,Truth Or Consequences,US,33.1284,-107.2528,73.63,17,1,11.5,clear sky,2021-11-01 01:36:20
340,Arman,RU,59.7,150.1667,15.31,43,0,6.44,clear sky,2021-11-01 01:36:20
341,Rondonopolis,BR,-16.4708,-54.6356,74.8,85,100,3.15,overcast clouds,2021-11-01 01:35:07
342,Kieta,PG,-6.2167,155.6333,82.99,76,100,4.61,moderate rain,2021-11-01 01:36:21
343,Raton,US,36.9034,-104.4391,46.06,59,1,9.22,clear sky,2021-11-01 01:36:21
344,Pachmarhi,IN,22.4667,78.4333,57.6,54,6,2.73,clear sky,2021-11-01 01:36:21
345,Sompeta,IN,18.9333,84.6,78.19,83,23,7.05,few clouds,2021-11-01 01:36:22
346,Leningradskiy,RU,69.3833,178.4167,-2.04,87,99,12.48,overcast clouds,2021-11-01 01:36:22
347,Kaitangata,NZ,-46.2817,169.8464,62.96,48,92,11.01,light rain,2021-11-01 01:34:31
348,Bekesszentandras,HU,46.8667,20.4833,37.74,77,0,7.27,clear sky,2021-11-01 01:36:22
349,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.6,75,0,7.0,clear sky,2021-11-01 01:36:23
350,Yerbogachen,RU,61.2767,108.0108,21.22,79,100,4.23,overcast clouds,2021-11-01 01:36:23
351,Scarborough,GB,54.2797,-0.4044,49.57,86,83,4.0,broken clouds,2021-11-01 01:36:14
352,Gazimurskiy Zavod,RU,51.5461,118.3266,33.04,31,19,6.38,few clouds,2021-11-01 01:36:23
353,Udachnyy,RU,66.4167,112.4,5.27,84,57,17.67,broken clouds,2021-11-01 01:36:24
354,Hofn,IS,64.2539,-15.2082,39.6,60,99,29.48,light rain,2021-11-01 01:36:24
355,Hovd,MN,48.0056,91.6419,34.72,28,3,14.29,clear sky,2021-11-01 01:36:24
356,Sterling,US,39.0062,-77.4286,58.06,78,1,1.01,clear sky,2021-11-01 01:32:11
357,Vestmannaeyjar,IS,63.4427,-20.2734,38.05,69,16,25.21,few clouds,2021-11-01 01:36:25
358,Peleduy,RU,59.6289,112.7406,27.14,87,100,1.9,overcast clouds,2021-11-01 01:36:25
359,Roald,NO,62.5833,6.1333,50.32,62,90,9.22,overcast clouds,2021-11-01 01:36:25
360,Hastings,GB,50.8552,0.5729,54.28,75,99,27.78,overcast clouds,2021-11-01 01:36:26
361,Liuzhou,CN,24.3126,109.3892,63.12,94,100,5.37,overcast clouds,2021-11-01 01:36:26
362,Olinda,BR,-8.0089,-34.8553,80.33,74,40,6.91,scattered clouds,2021-11-01 01:36:26
363,Kununurra,AU,-15.7667,128.7333,85.98,62,52,5.75,broken clouds,2021-11-01 01:36:27
364,Formosa,AR,-26.1775,-58.1781,76.98,73,0,4.61,clear sky,2021-11-01 01:36:27
365,Talara,PE,-4.5772,-81.2719,65.44,83,7,9.84,clear sky,2021-11-01 01:35:14
366,Powell River,CA,49.8496,-124.5361,46.4,87,1,0.0,clear sky,2021-11-01 01:37:27
367,Najran,SA,17.4924,44.1277,61.45,49,4,2.59,clear sky,2021-11-01 01:35:35
368,Shelburne,CA,44.0787,-80.2041,47.57,96,100,19.06,overcast clouds,2021-11-01 01:34:54
369,Port Lincoln,AU,-34.7333,135.8667,72.19,44,0,9.86,clear sky,2021-11-01 01:37:28
370,Sitka,US,57.0531,-135.33,51.69,37,75,10.36,broken clouds,2021-11-01 01:37:28
371,Kabinda,CD,-6.1333,24.4833,64.72,93,100,3.2,overcast clouds,2021-11-01 01:37:29
372,Kurchum,KZ,48.5722,83.6542,35.58,76,100,3.4,overcast clouds,2021-11-01 01:37:29
373,Balabac,PH,7.9868,117.0645,83.39,78,100,19.82,overcast clouds,2021-11-01 01:37:29
374,Rio Gallegos,AR,-51.6226,-69.2181,50.05,50,0,28.77,clear sky,2021-11-01 01:37:30
375,Natal,BR,-5.795,-35.2094,81.25,78,40,11.5,scattered clouds,2021-11-01 01:33:55
376,Asau,RO,46.4333,26.4,43.72,91,0,4.21,clear sky,2021-11-01 01:37:30
377,Majene,ID,-3.5403,118.9707,84.79,68,91,5.86,overcast clouds,2021-11-01 01:37:30
378,Betioky,MG,-23.7167,44.3833,65.03,95,0,3.36,clear sky,2021-11-01 01:37:31
379,Roma,US,43.2128,-75.4557,54.39,89,90,0.0,overcast clouds,2021-11-01 01:37:31
380,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,40,75,10.0,broken clouds,2021-11-01 01:37:31
381,Kinkala,CG,-4.3614,14.7644,75.51,96,100,4.72,moderate rain,2021-11-01 01:37:32
382,Upata,VE,8.0086,-62.3989,70.61,92,88,3.0,overcast clouds,2021-11-01 01:37:32
383,Yumen,CN,40.2833,97.2,44.47,27,100,9.62,overcast clouds,2021-11-01 01:37:32
384,Merauke,ID,-8.4667,140.3333,85.51,72,51,11.7,broken clouds,2021-11-01 01:37:33
385,Tevaitoa,PF,-16.7833,-151.5,78.85,73,66,17.2,broken clouds,2021-11-01 01:37:33
386,Llanes,ES,43.4198,-4.7549,58.89,84,100,20.07,overcast clouds,2021-11-01 01:37:33
387,Jutai,BR,-5.1833,-68.9,73.18,95,92,2.28,overcast clouds,2021-11-01 01:37:34
388,Sarishabari,BD,24.7333,89.8333,71.91,64,0,5.21,clear sky,2021-11-01 01:37:34
389,Kholtoson,RU,50.2981,103.3097,34.61,50,76,2.53,broken clouds,2021-11-01 01:37:34
390,Tukrah,LY,32.5341,20.5791,65.93,74,100,3.65,overcast clouds,2021-11-01 01:37:35
391,Peniche,PT,39.3558,-9.3811,69.62,95,100,11.23,overcast clouds,2021-11-01 01:37:35
392,Diapaga,BF,12.0708,1.7889,77.86,23,92,2.8,overcast clouds,2021-11-01 01:37:35
393,Barraute,CA,48.4335,-77.6328,43.07,90,48,6.64,scattered clouds,2021-11-01 01:37:36
394,Ossora,RU,59.2353,163.0719,11.35,79,12,11.1,few clouds,2021-11-01 01:37:36
395,Vitim,RU,59.4511,112.5578,27.61,88,100,2.17,overcast clouds,2021-11-01 01:37:36
396,Bac Lieu,VN,9.285,105.7244,83.25,76,100,11.41,overcast clouds,2021-11-01 01:37:36
397,Vardo,NO,70.3705,31.1107,37.67,75,97,21.61,overcast clouds,2021-11-01 01:37:37
398,Codrington,AU,-38.2667,141.9667,64.54,62,0,7.47,clear sky,2021-11-01 01:37:37
399,Baghramyan,AM,40.1934,44.3683,47.19,100,75,1.14,mist,2021-11-01 01:37:38
400,Arraial Do Cabo,BR,-22.9661,-42.0278,69.93,95,100,22.66,light rain,2021-11-01 01:37:38
401,Deputatskiy,RU,69.3,139.9,2.46,71,100,1.3,overcast clouds,2021-11-01 01:37:38
402,Pokhara,NP,28.2333,83.9833,60.91,77,89,0.98,overcast clouds,2021-11-01 01:37:38
403,Clocolan,ZA,-28.9137,27.5656,54.14,44,6,2.24,clear sky,2021-11-01 01:37:39
404,Tatarsk,RU,55.219,75.9828,24.31,91,100,8.93,overcast clouds,2021-11-01 01:37:39
405,Baturaja,ID,-4.1333,104.1667,80.17,82,94,2.46,overcast clouds,2021-11-01 01:37:39
406,Urumqi,CN,43.801,87.6005,38.35,75,90,4.47,overcast clouds,2021-11-01 01:37:40
407,Westport,US,41.1415,-73.3579,59.79,89,1,8.01,clear sky,2021-11-01 01:35:38
408,Sovetskiy,RU,61.3614,63.5842,17.46,92,100,8.68,light snow,2021-11-01 01:37:40
409,Port Macquarie,AU,-31.4333,152.9167,71.89,50,99,10.83,overcast clouds,2021-11-01 01:37:40
410,Cabo Rojo,PR,18.0866,-67.1457,79.83,85,12,3.42,few clouds,2021-11-01 01:34:14
411,Atambua,ID,-9.1061,124.8925,86.11,52,82,3.09,broken clouds,2021-11-01 01:38:41
412,Elko,US,41.0002,-115.5012,53.62,55,71,5.99,broken clouds,2021-11-01 01:38:41
413,Artyom,AZ,40.4723,50.333,57.34,84,81,11.72,broken clouds,2021-11-01 01:38:41
414,Guanhaes,BR,-18.775,-42.9325,65.16,98,100,2.37,light rain,2021-11-01 01:38:42
415,Tromso,NO,69.6496,18.957,42.82,65,40,1.99,scattered clouds,2021-11-01 01:34:57
416,Marawi,PH,7.9986,124.2928,74.64,68,65,5.26,broken clouds,2021-11-01 01:38:42
417,Lakatoro,VU,-16.0999,167.4164,80.85,72,44,9.06,scattered clouds,2021-11-01 01:34:10
418,Gambela,ET,8.25,34.5833,69.75,59,17,3.85,few clouds,2021-11-01 01:38:42
419,Hamilton,US,39.1834,-84.5333,58.44,74,90,3.0,overcast clouds,2021-11-01 01:36:57
420,Kutum,SD,14.2,24.6667,73.44,23,36,11.25,scattered clouds,2021-11-01 01:35:08
421,Sao Filipe,CV,14.8961,-24.4956,79.56,76,99,7.63,overcast clouds,2021-11-01 01:38:43
422,Buala,SB,-8.145,159.5921,83.39,74,71,5.39,moderate rain,2021-11-01 01:38:43
423,Reshetylivka,UA,49.565,34.0782,39.61,80,0,7.76,clear sky,2021-11-01 01:38:44
424,Kalmunai,LK,7.4167,81.8167,80.94,83,40,6.55,scattered clouds,2021-11-01 01:38:44
425,Bud,US,39.447,-86.1758,51.12,85,0,7.52,clear sky,2021-11-01 01:38:44
426,Khor,RU,47.8861,134.9464,40.08,42,0,1.12,clear sky,2021-11-01 01:38:45
427,Tigil,RU,57.8,158.6667,20.41,82,100,14.05,overcast clouds,2021-11-01 01:38:45
428,Alofi,NU,-19.0595,-169.9187,82.29,61,27,16.11,scattered clouds,2021-11-01 01:38:45
429,Cranbrook,CA,49.4999,-115.7688,31.84,59,1,3.44,clear sky,2021-11-01 01:38:46
430,Rundu,NA,-17.9333,19.7667,71.13,54,1,7.65,clear sky,2021-11-01 01:38:00
431,San Miguelito,PA,9.0333,-79.5,79.56,85,40,3.44,scattered clouds,2021-11-01 01:38:46
432,San Quintin,MX,30.4833,-115.95,62.55,84,0,7.74,clear sky,2021-11-01 01:38:46
433,Kampene,CD,-3.6,26.6667,68.7,100,100,2.35,moderate rain,2021-11-01 01:38:47
434,Pozo Colorado,PY,-23.4923,-58.7972,74.25,74,1,4.45,clear sky,2021-11-01 01:38:47
435,Naranjal,EC,-2.6667,-79.6167,78.6,86,98,3.71,light rain,2021-11-01 01:38:47
436,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,83,0,14.97,clear sky,2021-11-01 01:38:48
437,Bilma,NE,18.6853,12.9164,76.48,23,6,13.94,clear sky,2021-11-01 01:34:24
438,San Bartolome De Tirajana,ES,27.9248,-15.5733,58.66,81,20,14.97,few clouds,2021-11-01 01:38:44
439,Katav-Ivanovsk,RU,54.7531,58.1956,41.07,93,100,9.4,overcast clouds,2021-11-01 01:38:48
440,Vila Velha,BR,-20.3297,-40.2925,69.75,100,90,2.3,light rain,2021-11-01 01:38:48
441,Mangai,CD,-4.05,19.5333,68.02,100,100,2.28,moderate rain,2021-11-01 01:38:49
442,Namatanai,PG,-3.6667,152.4333,85.46,68,71,10.78,broken clouds,2021-11-01 01:38:49
443,Mwinilunga,ZM,-11.7358,24.4293,62.47,90,100,3.31,overcast clouds,2021-11-01 01:38:49
444,Adre,TD,13.4667,22.2,77.9,23,53,12.03,broken clouds,2021-11-01 01:38:50
445,Muros,ES,42.7762,-9.0603,57.24,94,35,9.71,scattered clouds,2021-11-01 01:38:50
446,Luganville,VU,-15.5333,167.1667,82.35,68,38,8.79,scattered clouds,2021-11-01 01:38:50
447,Bowen,AU,-20.0167,148.2333,82.62,65,8,21.61,clear sky,2021-11-01 01:38:51
448,Portland,US,45.5234,-122.6762,57.13,45,20,3.0,few clouds,2021-11-01 01:38:51
449,Ust-Nera,RU,64.5667,143.2,-9.45,98,95,5.99,overcast clouds,2021-11-01 01:38:51
450,Dutse,NG,11.7594,9.3392,74.16,23,100,3.58,overcast clouds,2021-11-01 01:38:52
451,Tombouctou,ML,20.0,-3.0,77.88,22,1,12.41,clear sky,2021-11-01 01:38:52
452,Ajaccio,FR,42.0,8.9167,57.36,88,90,5.75,overcast clouds,2021-11-01 01:38:52
453,Kaeo,NZ,-35.1,173.7833,68.32,58,88,4.85,overcast clouds,2021-11-01 01:38:53
454,Tateyama,JP,34.9833,139.8667,69.1,83,99,11.12,overcast clouds,2021-11-01 01:38:53
455,Redmond,US,47.674,-122.1215,53.49,64,3,1.99,clear sky,2021-11-01 01:38:38
456,Falavarjan,IR,32.5553,51.5097,43.81,33,9,1.12,clear sky,2021-11-01 01:38:53
457,Aripuana,BR,-9.1667,-60.6333,75.87,83,77,1.19,broken clouds,2021-11-01 01:38:54
458,Nevelsk,RU,46.6733,141.8633,37.83,53,34,3.87,scattered clouds,2021-11-01 01:39:54
459,Bima,ID,-8.4667,118.7167,90.61,56,27,4.65,scattered clouds,2021-11-01 01:39:54
460,Beira,MZ,-19.8436,34.8389,71.24,82,15,3.15,few clouds,2021-11-01 01:39:55
461,Linguere,SN,15.3953,-15.1193,84.65,33,79,7.61,broken clouds,2021-11-01 01:39:55
462,Ixcatepec,MX,21.2,-97.95,69.98,86,100,5.37,overcast clouds,2021-11-01 01:39:55
463,Amapa,BR,1.0,-52.0,71.87,99,100,1.97,moderate rain,2021-11-01 01:39:20
464,Khiri Mat,TH,16.8333,99.8,78.71,89,100,4.99,overcast clouds,2021-11-01 01:39:56
465,Dobson,US,36.3957,-80.7226,55.08,75,0,0.0,clear sky,2021-11-01 01:38:14
466,Batemans Bay,AU,-35.7167,150.1833,78.19,49,42,8.84,scattered clouds,2021-11-01 01:39:56
467,Ipixuna,BR,-1.7625,-48.8043,80.55,96,100,3.51,overcast clouds,2021-11-01 01:39:56
468,Veraval,IN,20.9,70.3667,74.5,41,12,8.84,few clouds,2021-11-01 01:39:57
469,Aquin,HT,18.2833,-73.4,77.65,81,2,2.77,clear sky,2021-11-01 01:39:57
470,La Ronge,CA,55.1001,-105.2842,30.45,69,90,6.91,overcast clouds,2021-11-01 01:39:57
471,Onega,RU,63.9061,38.1404,40.37,95,100,7.81,light rain,2021-11-01 01:39:58
472,Latung,PH,5.5,120.8833,83.52,72,71,6.29,broken clouds,2021-11-01 01:39:58
473,Belaya Gora,RU,68.5333,146.4167,-4.41,98,79,2.75,broken clouds,2021-11-01 01:39:58
474,Ochamchira,GE,42.7121,41.4721,60.03,59,100,3.36,overcast clouds,2021-11-01 01:39:59
475,Quatre Cocos,MU,-20.2078,57.7625,70.09,78,14,8.5,few clouds,2021-11-01 01:39:59
476,Greenfield,US,42.9614,-88.0126,44.24,60,1,1.01,clear sky,2021-11-01 01:39:59
477,Poya,NC,-21.35,165.15,79.75,58,22,10.6,few clouds,2021-11-01 01:40:00
478,Perry,US,37.2506,-83.1999,54.32,83,100,2.8,overcast clouds,2021-11-01 01:36:39
479,Staryy Nadym,RU,65.6118,72.6842,3.78,96,92,4.63,overcast clouds,2021-11-01 01:40:00
480,Buin,CL,-33.7333,-70.75,67.73,65,100,1.68,overcast clouds,2021-11-01 01:40:01
481,Bambanglipuro,ID,-7.95,110.2833,80.26,81,100,4.12,moderate rain,2021-11-01 01:40:01
482,Ahipara,NZ,-35.1667,173.1667,61.72,60,59,13.33,broken clouds,2021-11-01 01:40:02
483,West Wendover,US,40.7391,-114.0733,56.41,62,20,0.0,few clouds,2021-11-01 01:35:38
484,Locri,IT,38.2414,16.2623,63.75,94,100,3.8,light rain,2021-11-01 01:40:03
485,Cocal,BR,-28.6167,-49.35,62.83,98,35,4.12,scattered clouds,2021-11-01 01:40:04
486,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,44,40,8.95,scattered clouds,2021-11-01 01:40:04
487,Biak,ID,-0.9131,122.8766,83.89,66,28,1.66,scattered clouds,2021-11-01 01:40:05
488,Nador,MA,35.174,-2.9287,68.25,77,0,8.05,clear sky,2021-11-01 01:40:06
489,Komsomolskiy,UZ,40.4272,71.7189,42.22,70,6,4.61,clear sky,2021-11-01 01:40:06
490,Puerto Carreno,CO,6.189,-67.4859,77.2,86,91,4.68,overcast clouds,2021-11-01 01:40:07
491,Fortuna Foothills,US,32.6578,-114.4119,82.49,29,1,3.44,clear sky,2021-11-01 01:40:07
492,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.23,97,77,2.24,broken clouds,2021-11-01 01:40:07
493,Inuvik,CA,68.3499,-133.7218,34.56,67,75,9.22,broken clouds,2021-11-01 01:39:48
494,Chinhoyi,ZW,-17.3667,30.2,72.88,44,35,5.5,scattered clouds,2021-11-01 01:40:08
495,Morehead,US,37.2711,-87.1764,51.51,86,1,0.0,clear sky,2021-11-01 01:40:08
496,Marfino,RU,55.7028,37.3822,39.11,90,7,8.95,mist,2021-11-01 01:40:08
497,Arco,IT,45.9177,10.8867,56.62,93,61,0.56,broken clouds,2021-11-01 01:40:09
498,Sherlovaya Gora,RU,50.5667,116.25,30.36,50,33,11.52,scattered clouds,2021-11-01 01:40:09
499,Cape Canaveral,US,28.4058,-80.6048,68.99,73,1,6.91,clear sky,2021-11-01 01:40:09
500,Kafue,ZM,-15.7691,28.1814,72.64,41,18,3.96,few clouds,2021-11-01 01:40:10
501,Goderich,CA,43.7501,-81.7165,50.32,71,98,20.71,overcast clouds,2021-11-01 01:40:10
502,Aberystwyth,GB,52.4155,-4.0829,49.3,83,100,30.82,overcast clouds,2021-11-01 01:40:10
503,Port Blair,IN,11.6667,92.75,82.99,75,64,6.08,broken clouds,2021-11-01 01:37:49
504,Aksarka,RU,66.5606,67.7975,-0.71,89,85,3.04,overcast clouds,2021-11-01 01:40:11
505,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.86,72,100,7.78,overcast clouds,2021-11-01 01:40:11
506,Ulladulla,AU,-35.35,150.4667,77.77,45,84,12.95,broken clouds,2021-11-01 01:39:52
507,Faya,SA,18.3851,42.4509,54.12,55,8,6.51,clear sky,2021-11-01 01:41:11
508,Jacareacanga,BR,-6.2222,-57.7528,74.55,89,77,2.37,broken clouds,2021-11-01 01:41:12
509,Tandil,AR,-37.3217,-59.1332,52.3,80,100,3.0,overcast clouds,2021-11-01 01:41:12
510,Faranah,GN,10.0404,-10.7434,69.96,93,94,2.48,overcast clouds,2021-11-01 01:41:12
511,Floro,NO,61.5996,5.0328,51.76,62,90,20.71,light intensity shower rain,2021-11-01 01:41:13
512,Solnechnyy,RU,50.7214,136.6319,34.93,47,1,5.06,clear sky,2021-11-01 01:41:13
513,Abha,SA,18.2164,42.5053,53.85,54,0,5.75,clear sky,2021-11-01 01:41:13
514,Ayan,RU,56.45,138.1667,26.58,36,53,2.98,broken clouds,2021-11-01 01:41:14
515,Kashi,CN,39.4547,75.9797,42.01,56,0,4.47,clear sky,2021-11-01 01:41:14
516,Vysotsk,RU,60.6288,28.5705,46.62,90,100,9.82,overcast clouds,2021-11-01 01:41:14
517,Kars,TR,40.602,43.095,41.85,100,75,1.14,broken clouds,2021-11-01 01:41:14
518,Aras,ES,42.5617,-2.356,54.72,100,0,2.3,clear sky,2021-11-01 01:41:15
519,Bonthe,SL,7.5264,-12.505,75.58,91,100,3.56,overcast clouds,2021-11-01 01:41:15
520,Rawson,AR,-43.3002,-65.1023,47.43,75,26,12.86,scattered clouds,2021-11-01 01:40:35
521,Itarema,BR,-2.9248,-39.9167,80.19,78,22,13.15,few clouds,2021-11-01 01:41:15
522,Safford,US,32.834,-109.7076,72.52,23,1,5.75,clear sky,2021-11-01 01:41:16
